Symbol,Company Name,Market Cap,% Change,Volume,Revenue
FUSN,Fusion Pharmaceuticals Inc.,735.64M,1.31%,1252251,2.21M
NRIX,"Nurix Therapeutics, Inc.",733.90M,-7.41%,439,76.99M
ATRI,Atrion Corporation,728.57M,5.08%,23611,169.33M
ACCD,"Accolade, Inc.",728.41M,1.28%,426324,388.49M
CCCC,"C4 Therapeutics, Inc.",725.80M,-3.73%,36999,20.76M
CMPS,COMPASS Pathways plc,724.49M,3.39%,7758,-
EDIT,"Editas Medicine, Inc.",724.45M,-2.53%,9166,78.12M
SIBN,"SI-BONE, Inc.",723.97M,1.25%,1,138.89M
LBPH,"Longboard Pharmaceuticals, Inc.",722.70M,1.29%,1750,-
IGMS,"IGM Biosciences, Inc.",722.34M,-0.74%,111671,2.13M
VREX,Varex Imaging Corporation,711.23M,1.73%,7117,877.80M
MRSN,"Mersana Therapeutics, Inc.",709.62M,1.92%,1062,36.86M
COGT,"Cogent Biosciences, Inc.",709.21M,-2.47%,29,-
LRMR,"Larimar Therapeutics, Inc.",708.50M,-2.85%,240487,-
ABVX,Abivax SA,705.31M,-0.68%,57734,-
FLGT,"Fulgent Genetics, Inc.",703.25M,1.20%,150062,289.21M
CGEM,"Cullinan Oncology, Inc.",699.46M,-8.04%,11,-
MLYS,"Mineralys Therapeutics, Inc.",691.23M,-0.14%,72805,-
OABI,"OmniAb, Inc.",690.83M,-5.41%,31,64.69M
APLT,"Applied Therapeutics, Inc.",684.03M,2.48%,25594,9.99M
OPK,"OPKO Health, Inc.",681.31M,1.31%,13479,863.50M
EXAI,Exscientia plc,678.42M,0.18%,456328,29.47M
AVTE,"Aerovate Therapeutics, Inc.",675.12M,2.22%,142317,-
KIDS,OrthoPediatrics Corp.,670.99M,6.64%,444424,142.11M
INNV,InnovAge Holding Corp.,665.91M,0.62%,16704,720.80M
TVTX,"Travere Therapeutics, Inc.",665.09M,1.16%,70,145.24M
PRTC,PureTech Health plc,661.38M,-8.27%,209,15.62M
ANAB,"AnaptysBio, Inc.",660.93M,-3.37%,138049,14.96M
ALEC,"Alector, Inc.",655.88M,-3.94%,2324,97.06M
CRBU,"Caribou Biosciences, Inc.",654.39M,-0.13%,1068211,34.61M
CCRN,"Cross Country Healthcare, Inc.",647.29M,2.53%,1101,2.02B
AVBP,"ArriVent BioPharma, Inc.",642.33M,-0.74%,6200,-
RVNC,"Revance Therapeutics, Inc.",641.96M,-2.84%,1163,234.04M
LYEL,"Lyell Immunopharma, Inc.",637.43M,-4.55%,738330,130.00K
ELVN,"Enliven Therapeutics, Inc.",634.66M,-0.32%,50497,-
MPLN,MultiPlan Corporation,624.74M,-6.21%,2276606,961.52M
CALT,Calliditas Therapeutics AB (publ),623.94M,4.24%,4561,105.88M
CDNA,"CareDx, Inc",623.41M,1.88%,1742,280.32M
NNOX,Nano-X Imaging Ltd.,613.41M,-2.71%,24652,9.64M
SILK,"Silk Road Medical, Inc",613.08M,2.11%,1126,177.13M
VTYX,"Ventyx Biosciences, Inc.",600.09M,13.18%,33260,-
CSTL,"Castle Biosciences, Inc.",589.08M,-3.31%,330463,219.79M
KALV,"KalVista Pharmaceuticals, Inc.",583.71M,-2.61%,1238,-
PIII,P3 Health Partners Inc.,583.13M,5.56%,115217,1.18B
ABSI,Absci Corporation,575.29M,-4.29%,46332,6.94M
PNTG,"The Pennant Group, Inc.",573.99M,-1.90%,182950,544.89M
BMEA,"Biomea Fusion, Inc.",567.72M,0.63%,219,-
IRMD,IRadimed Corporation,557.04M,1.40%,53355,65.56M
URGN,UroGen Pharma Ltd.,555.59M,-0.11%,194525,77.28M
NVRO,Nevro Corp.,555.07M,5.36%,488387,425.17M
REPL,"Replimune Group, Inc.",553.10M,-1.89%,787,-
PHAT,"Phathom Pharmaceuticals, Inc.",549.91M,-6.58%,454,682.00K
NUVB,Nuvation Bio Inc.,545.42M,4.18%,1115977,-
RDUS,"Radius Health, Inc.",543.21M,1.19%,135977,2.96B
ALT,"Altimmune, Inc.",539.44M,-11.94%,18471,279.00K
OFIX,Orthofix Medical Inc.,536.41M,1.49%,392520,746.64M
OSUR,"OraSure Technologies, Inc.",535.70M,4.59%,181,452.67M
LXRX,"Lexicon Pharmaceuticals, Inc.",534.41M,-1.83%,10612,531.00K
LIAN,LianBio,529.51M,-0.81%,496415,-
CATX,"Perspective Therapeutics, Inc.",524.27M,3.92%,1710582,8.17M
DNTH,"Dianthus Therapeutics, Inc.",524.21M,1.32%,2601,924.00K
MREO,Mereo BioPharma Group plc,523.11M,-2.41%,625,9.02M
PAHC,Phibro Animal Health Corporation,522.90M,-2.05%,89759,982.01M
PLSE,"Pulse Biosciences, Inc.",522.71M,1.56%,50487,-9.00K
HCAT,"Health Catalyst, Inc.",519.45M,0.45%,390121,295.94M
ADPT,Adaptive Biotechnologies Corporation,515.39M,-4.43%,1677,170.28M
TALK,"Talkspace, Inc.",514.65M,3.36%,709,137.87M
VYGR,"Voyager Therapeutics, Inc.",512.05M,2.28%,1417,250.01M
HARP,"Harpoon Therapeutics, Inc.",491.49M,0.09%,98344,37.34M
TSHA,"Taysha Gene Therapies, Inc.",488.90M,-7.01%,3397,14.35M
ABUS,Arbutus Biopharma Corporation,485.53M,-1.46%,394386,18.14M
TNYA,"Tenaya Therapeutics, Inc.",485.10M,-4.55%,17,-
MRNS,"Marinus Pharmaceuticals, Inc.",483.59M,-3.10%,12,30.99M
TERN,"Terns Pharmaceuticals, Inc.",482.00M,-4.76%,8806,-
EHAB,"Enhabit, Inc.",481.24M,22.14%,3435374,1.05B
PETQ,"PetIQ, Inc.",473.84M,-0.49%,308728,1.10B
ZIMV,ZimVie Inc.,471.53M,1.78%,263121,457.43M
VALN,Valneva SE,462.86M,2.71%,2146,237.46M
PEPG,PepGen Inc.,458.79M,-7.98%,240306,-
CERS,Cerus Corporation,458.77M,-1.65%,583,186.80M
IVVD,"Invivyd, Inc.",453.99M,-0.26%,367,-
AEON,"AEON Biopharma, Inc.",453.72M,-7.08%,74638,-
CELC,Celcuity Inc.,452.76M,-1.37%,19,-
MGX,"Metagenomi, Inc.",450.33M,-,146542,37.95M
STTK,"Shattuck Labs, Inc.",444.84M,-1.06%,7,1.66M
MODV,ModivCare Inc.,441.56M,3.38%,119141,2.76B
BTMD,biote Corp.,438.74M,5.24%,77006,184.14M
RCEL,"AVITA Medical, Inc.",437.01M,3.40%,206699,51.57M
GUTS,"Fractyl Health, Inc.",433.23M,1.11%,749,-
CVRX,"CVRx, Inc.",431.11M,3.52%,133754,39.30M
AURA,"Aura Biosciences, Inc.",430.53M,-2.89%,1900,-
SRDX,"Surmodics, Inc.",429.22M,1.21%,30666,138.20M
OCS,Oculis Holding AG,429.21M,-0.59%,5730,-
ADAP,Adaptimmune Therapeutics plc,428.24M,1.75%,734,60.28M
NYXH,Nyxoah S.A.,426.67M,8.22%,21253,4.83M
AVXL,Anavex Life Sciences Corp.,426.16M,3.39%,2967,-
GHRS,GH Research PLC,425.53M,-3.31%,27655,-
MXCT,"MaxCyte, Inc.",423.15M,0.50%,911593,38.05M
ESPR,"Esperion Therapeutics, Inc.",421.92M,-7.32%,69885,116.33M
AVAH,Aveanna Healthcare Holdings Inc.,421.52M,-2.64%,62758,1.87B
TRDA,"Entrada Therapeutics, Inc.",419.77M,1.53%,68014,87.17M
TBPH,"Theravance Biopharma, Inc.",417.11M,-0.57%,221195,57.42M
AQST,"Aquestive Therapeutics, Inc.",416.35M,12.92%,76430,50.58M
ITOS,"iTeos Therapeutics, Inc.",415.78M,-2.53%,188976,12.60M
PGEN,"Precigen, Inc.",415.69M,-0.60%,152,6.76M
LXEO,"Lexeo Therapeutics, Inc.",410.34M,-0.47%,55772,654.00K
ZYXI,"Zynex, Inc.",408.30M,-0.39%,110216,185.84M
NGNE,Neurogene Inc.,406.51M,1.84%,63748,-
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",405.82M,20.07%,3550,-
THRD,"Third Harmonic Bio, Inc.",403.22M,0.10%,82058,-
JSPR,"Jasper Therapeutics, Inc.",402.21M,-0.74%,1712,-
ADCT,ADC Therapeutics SA,400.79M,-0.60%,501150,122.57M
NPCE,"NeuroPace, Inc.",400.51M,1.07%,70411,65.42M
ADVM,"Adverum Biotechnologies, Inc.",398.79M,3.78%,760520,3.60M
CBUS,"Cibus, Inc.",397.42M,0.16%,4024,756.00K
HROW,"Harrow Health, Inc.",397.18M,0.71%,378287,114.17M
DCGO,DocGo Inc.,394.81M,-4.05%,173,624.29M
ACIU,AC Immune SA,390.58M,-,41,1.09K
CLOV,"Clover Health Investments, Corp.",390.12M,-,88699,2.42B
AXGN,"AxoGen, Inc.",389.07M,-0.44%,475,159.01M
ANL,Adlai Nortye Ltd.,387.83M,-0.64%,423,-
CDMO,"Avid Bioservices, Inc.",385.76M,-30.60%,7493,140.94M
EPIX,ESSA Pharma Inc.,384.43M,-,65,-
HUMA,"Humacyte, Inc.",382.51M,-2.97%,4180,-
RENB,Renovaro Biosciences Inc.,382.16M,12.41%,415059,-
ANRO,"Alto Neuroscience, Inc.",381.89M,-3.71%,143189,-
SLDB,Solid Biosciences Inc.,380.38M,7.86%,2035,-
INZY,"Inozyme Pharma, Inc.",379.83M,3.32%,460557,-
AMRN,Amarin Corporation plc,379.56M,-2.34%,1986161,306.91M
ANNX,"Annexon, Inc.",378.85M,-6.30%,1499225,-
CYH,"Community Health Systems, Inc.",377.39M,-1.08%,815081,12.49B
MGTX,MeiraGTx Holdings plc,377.13M,-1.66%,123671,-
ORGO,Organogenesis Holdings Inc.,376.09M,9.82%,14,433.14M
KRRO,"Korro Bio, Inc.",374.13M,-0.91%,1,-
HRTX,"Heron Therapeutics, Inc.",372.18M,4.44%,8894,122.84M
ANIK,"Anika Therapeutics, Inc.",371.15M,-2.61%,101595,163.31M
TCMD,"Tactile Systems Technology, Inc.",369.82M,2.61%,118492,274.42M
NAUT,"Nautilus Biotechnology, Inc.",367.79M,9.70%,445,-
ATAI,Atai Life Sciences N.V.,363.56M,10.05%,27670,334.00K
VMD,"Viemed Healthcare, Inc.",363.54M,6.50%,218781,183.01M
KMDA,Kamada Ltd.,356.37M,2.48%,43384,142.52M
STOK,"Stoke Therapeutics, Inc.",355.89M,-4.02%,239136,9.25M
SIGA,"SIGA Technologies, Inc.",355.46M,-0.60%,130404,34.79M
SNDL,SNDL Inc.,347.53M,-,29647,685.16M
SPOK,"Spok Holdings, Inc.",346.90M,-1.02%,1,139.03M
IMMP,Immutep Limited,343.57M,5.86%,514028,4.58M
AVIR,"Atea Pharmaceuticals, Inc.",343.39M,1.24%,1010,-
PROC,Procaps Group S.A.,342.98M,-1.94%,16433,414.10M
XERS,"Xeris Biopharma Holdings, Inc.",342.71M,-1.61%,2968,163.91M
TCRX,"TScan Therapeutics, Inc.",341.88M,-0.14%,103877,21.05M
LUNG,Pulmonx Corporation,341.06M,-0.56%,6,68.68M
GOSS,"Gossamer Bio, Inc.",340.63M,-7.95%,8998,-
ENTA,"Enanta Pharmaceuticals, Inc.",332.57M,0.38%,181934,73.62M
AIRS,"AirSculpt Technologies, Inc.",332.47M,-3.98%,33291,195.92M
SHCR,"Sharecare, Inc.",330.96M,4.62%,492567,239.56M
PSTX,"Poseida Therapeutics, Inc.",327.99M,-4.46%,596847,64.70M
SOPH,SOPHiA GENETICS SA,325.85M,-0.40%,32567,62.37M
ERAS,"Erasca, Inc.",324.84M,-3.15%,187,-
FBLG,"FibroBiologics, Inc.",322.43M,-0.70%,24,-
BVS,Bioventus Inc.,321.76M,6.98%,155221,502.76M
SENS,"Senseonics Holdings, Inc.",318.40M,6.37%,2357015,22.39M
NBTX,Nanobiotix S.A.,314.70M,3.88%,3755,7.41M
RAPT,"RAPT Therapeutics, Inc.",314.38M,1.53%,2173,-
SMTI,Sanara MedTech Inc.,314.13M,0.11%,27623,62.62M
KOD,Kodiak Sciences Inc.,310.11M,5.08%,24,-
LFMD,"LifeMD, Inc.",309.71M,1.54%,532278,135.81M
AMWL,American Well Corporation,302.27M,3.96%,967285,259.05M
IPSC,"Century Therapeutics, Inc.",299.18M,6.30%,50,2.49M
VSTM,"Verastem, Inc.",297.91M,-7.09%,233994,-
GLUE,"Monte Rosa Therapeutics, Inc.",294.48M,-1.67%,65561,-
OPRX,OptimizeRx Corporation,293.34M,3.99%,51725,62.81M
AKBA,"Akebia Therapeutics, Inc.",291.06M,-2.01%,100194,193.61M
FHTX,Foghorn Therapeutics Inc.,288.98M,0.59%,119980,34.16M
XOMA,XOMA Corporation,288.57M,0.48%,72,4.41M
LYRA,"Lyra Therapeutics, Inc.",288.57M,-,172026,1.42M
STRO,"Sutro Biopharma, Inc.",286.48M,2.13%,951583,48.64M
OMER,Omeros Corporation,284.15M,2.49%,292643,-
SERA,"Sera Prognostics, Inc.",282.97M,-0.33%,131414,330.00K
ARAY,Accuray Incorporated,282.63M,8.78%,7635,447.48M
OPT,Opthea Limited,281.71M,0.60%,1938,385.28K
AGEN,Agenus Inc.,280.04M,0.17%,51244,100.90M
BLUE,"bluebird bio, Inc.",279.48M,-,49655,21.73M
EDAP,EDAP TMS S.A.,278.14M,-1.44%,39649,60.13M
PBYI,"Puma Biotechnology, Inc.",277.19M,3.98%,23,235.64M
PYXS,"Pyxis Oncology, Inc.",276.13M,-0.80%,2445,-
HOWL,"Werewolf Therapeutics, Inc.",274.46M,-3.98%,9012,19.94M
TSVT,"2seventy bio, Inc.",272.36M,-5.11%,631,100.39M
CGC,Canopy Growth Corporation,270.61M,2.06%,18573,248.53M
RIGL,"Rigel Pharmaceuticals, Inc.",268.33M,-1.92%,1667,116.88M
BFLY,"Butterfly Network, Inc.",266.41M,14.29%,2449287,65.90M
ME,23andMe Holding Co.,263.33M,5.09%,23485,247.99M
RPTX,Repare Therapeutics Inc.,258.58M,-0.66%,119714,51.13M
TELO,"Telomir Pharmaceuticals, Inc.",257.61M,-0.68%,8,-
CDXS,"Codexis, Inc.",257.31M,0.55%,474888,70.14M
FENC,Fennec Pharmaceuticals Inc.,256.68M,-1.84%,60,13.05M
TLSI,"TriSalus Life Sciences, Inc.",254.36M,-3.60%,29368,25.19M
GRTS,"Gritstone bio, Inc.",253.99M,18.81%,14313,16.34M
UTMD,"Utah Medical Products, Inc.",253.34M,0.71%,17753,51.47M
ABOS,"Acumen Pharmaceuticals, Inc.",253.07M,-1.80%,58747,-
QURE,uniQure N.V.,252.59M,1.93%,4814,15.84M
ZVRA,"Zevra Therapeutics, Inc.",247.26M,0.96%,500,16.56M
MNMD,Mind Medicine (MindMed) Inc.,246.64M,51.52%,309740,-
CMPX,"Compass Therapeutics, Inc.",244.77M,-2.04%,4,-
CHRS,"Coherus BioSciences, Inc.",241.66M,-,13406,211.07M
OMGA,"Omega Therapeutics, Inc.",238.76M,6.91%,1928,2.84M
CGEN,Compugen Ltd.,237.26M,3.52%,17712,33.46M
PRLD,Prelude Therapeutics Incorporated,236.71M,5.04%,70892,-
BDTX,"Black Diamond Therapeutics, Inc.",234.42M,-4.98%,18443,-
SCLX,Scilex Holding Company,234.01M,2.21%,3976,45.20M
AKYA,"Akoya Biosciences, Inc.",233.91M,-4.03%,31,96.63M
OBIO,"Orchestra BioMed Holdings, Inc.",231.98M,-6.62%,10,3.60M
OCGN,"Ocugen, Inc.",230.34M,16.09%,256472,-
ALDX,"Aldeyra Therapeutics, Inc.",230.29M,-2.04%,5034,-
LFCR,"Lifecore Biomedical, Inc.",229.91M,1.03%,52289,157.39M
ANGO,"AngioDynamics, Inc.",229.17M,3.23%,326734,329.54M
QSI,Quantum-Si incorporated,228.25M,29.81%,14012,1.08M
INMB,"INmune Bio, Inc.",225.27M,-1.19%,100819,224.00K
MASS,908 Devices Inc.,225.03M,-2.94%,5,47.52M
VNDA,Vanda Pharmaceuticals Inc.,224.97M,-2.30%,41,192.64M
OVID,Ovid Therapeutics Inc.,224.41M,-2.46%,1,296.41K
SGMT,Sagimet Biosciences Inc.,224.39M,-3.30%,775203,2.00M
SGHT,"Sight Sciences, Inc.",224.25M,0.66%,51,82.85M
MESO,Mesoblast Limited,223.26M,4.69%,1925,7.25M
ELEV,"Elevation Oncology, Inc.",218.93M,-3.64%,17709,-
SMLR,"Semler Scientific, Inc.",215.78M,-3.19%,302611,68.18M
PROF,Profound Medical Corp.,215.18M,2.38%,2019,5.41M
LCTX,"Lineage Cell Therapeutics, Inc.",212.98M,-,432904,8.95M
SPRB,"Spruce Biosciences, Inc.",211.90M,3.85%,446,7.20M
MACK,"Merrimack Pharmaceuticals, Inc.",211.52M,0.41%,2400,-
IPHA,Innate Pharma S.A.,211.40M,-1.88%,14,57.45M
ATNM,"Actinium Pharmaceuticals, Inc.",211.29M,-1.93%,154372,-
INO,"Inovio Pharmaceuticals, Inc.",211.03M,-8.51%,835744,832.01K
VRCA,Verrica Pharmaceuticals Inc.,210.82M,-2.21%,55486,5.12M
DRTS,Alpha Tau Medical Ltd.,210.51M,1.68%,9383,-
ABEO,Abeona Therapeutics Inc.,205.27M,-4.95%,10486,3.57M
CDT,Conduit Pharmaceuticals Inc.,205.25M,-3.64%,37,-
NOTV,"Inotiv, Inc.",205.04M,-4.10%,40,585.17M
ALIM,"Alimera Sciences, Inc.",204.43M,0.78%,49154,68.48M
SCPH,scPharmaceuticals Inc.,203.33M,-3.90%,251921,7.50M
SNDA,"Sonida Senior Living, Inc.",199.33M,-3.94%,27744,249.13M
CRMD,CorMedix Inc.,197.05M,0.84%,76,29.70K
ACET,"Adicet Bio, Inc.",196.10M,-0.42%,7326,-
TRVI,"Trevi Therapeutics, Inc.",196.04M,-3.91%,374990,-
IMRX,Immuneering Corporation,195.61M,4.37%,116732,-
INFU,"InfuSystem Holdings, Inc.",195.10M,-,15522,122.84M
STXS,"Stereotaxis, Inc.",195.08M,7.88%,301286,29.51M
XBIT,XBiotech Inc.,194.95M,-0.16%,47,300.00K
OPTN,"OptiNose, Inc.",193.18M,-1.71%,1321,70.99M
HBIO,"Harvard Bioscience, Inc.",192.52M,9.73%,79066,112.25M
RLMD,"Relmada Therapeutics, Inc.",192.33M,-0.47%,138887,-
GBIO,Generation Bio Co.,191.63M,6.50%,892,5.90M
IVA,Inventiva S.A.,190.58M,-0.14%,5733,24.22M
GLSI,"Greenwich LifeSciences, Inc.",190.41M,19.93%,433,-
GTHX,"G1 Therapeutics, Inc.",189.11M,1.42%,23383,82.51M
RANI,"Rani Therapeutics Holdings, Inc.",188.42M,-1.08%,300,-
PDSB,PDS Biotechnology Corporation,187.89M,-3.64%,4534,-
AUGX,"Augmedix, Inc.",186.94M,-0.52%,11152,40.93M
CLLS,Cellectis S.A.,182.97M,-0.99%,2360,24.41M
SYRS,"Syros Pharmaceuticals, Inc.",182.83M,-2.81%,46,8.80M
GRPH,"Graphite Bio, Inc.",182.28M,1.29%,53560,-
OGI,OrganiGram Holdings Inc.,181.61M,3.11%,2498,-
NVCT,"Nuvectis Pharma, Inc.",180.53M,3.25%,12,-
GLYC,"GlycoMimetics, Inc.",180.30M,-3.45%,32136,-
OCEA,"Ocean Biomedical, Inc.",179.64M,30.45%,424784,-
GNFT,Genfit S.A.,177.66M,1.57%,3980,32.69M
GNLX,Genelux Corporation,176.34M,-3.46%,56313,238.00K
KPTI,Karyopharm Therapeutics Inc.,176.05M,15.04%,6983,146.03M
ASPI,ASP Isotopes Inc.,175.58M,-,163635,-
NKTR,Nektar Therapeutics,175.47M,5.02%,1079,90.12M
QIPT,Quipt Home Medical Corp.,173.88M,-0.48%,51368,185.18M
FGEN,"FibroGen, Inc.",173.84M,-4.28%,129,147.75M
CTMX,"CytomX Therapeutics, Inc.",170.49M,-5.19%,30614,75.55M
VXRT,"Vaxart, Inc.",170.28M,-7.50%,23665,4.16M
ACB,Aurora Cannabis Inc.,166.89M,2.68%,6272,200.73M
INGN,"Inogen, Inc.",163.99M,7.25%,336,315.66M
SGMO,"Sangamo Therapeutics, Inc.",163.04M,-8.98%,3998,201.42M
DBVT,DBV Technologies S.A.,162.07M,-3.95%,52343,15.73M
CAPR,"Capricor Therapeutics, Inc.",161.50M,-2.80%,10955,14.05M
CLPT,"ClearPoint Neuro, Inc.",161.20M,-2.81%,225219,22.32M
PRQR,ProQR Therapeutics N.V.,159.88M,3.70%,128430,4.92M
DSGN,"Design Therapeutics, Inc.",159.61M,-3.39%,140430,-
TELA,"TELA Bio, Inc.",156.73M,-2.50%,96829,53.08M
VINC,"Vincerx Pharma, Inc.",156.72M,4.98%,3628,-
ATHA,"Athira Pharma, Inc.",155.03M,6.41%,828554,-
MDWD,MediWound Ltd.,154.88M,2.05%,146733,24.97M
XFOR,"X4 Pharmaceuticals, Inc.",153.36M,-4.86%,18561,-
ALUR,Allurion Technologies Inc.,153.33M,-3.91%,33340,109.44M
CRDF,"Cardiff Oncology, Inc.",152.57M,-9.77%,20465,488.00K
OM,"Outset Medical, Inc.",152.02M,3.57%,7030993,130.38M
CYBN,Cybin Inc.,151.28M,15.28%,9712085,-
XTNT,"Xtant Medical Holdings, Inc.",150.93M,1.79%,87368,78.46M
ACHV,"Achieve Life Sciences, Inc.",150.02M,-1.13%,107310,-
MCRB,"Seres Therapeutics, Inc.",149.91M,-2.97%,121020,126.33M
VOR,Vor Biopharma Inc.,149.85M,3.27%,1782,-
FONR,FONAR Corporation,149.52M,2.07%,400,102.42M
EBS,Emergent BioSolutions Inc.,144.59M,-15.03%,4970297,1.10B
BDSX,"Biodesix, Inc.",143.47M,-1.96%,27,49.09M
ELMD,"Electromed, Inc.",141.99M,3.13%,76783,51.69M
IMAB,I-Mab,139.63M,-0.58%,304853,-35.05M
ZURA,Zura Bio Limited,138.76M,-0.92%,41966,-
LIFW,"MSP Recovery, Inc.",138.51M,-1.96%,14911,8.60M
ATOS,"Atossa Therapeutics, Inc.",137.83M,-4.35%,21428,-
HITI,High Tide Inc.,136.57M,-2.98%,4508,487.67M
SEER,"Seer, Inc.",135.70M,3.48%,10,16.66M
JYNT,The Joint Corp.,135.59M,-3.28%,1008,114.24M
BCAB,"BioAtla, Inc.",135.42M,-,136,-
ZOM,Zomedica Corp.,135.23M,3.76%,4125905,24.01M
MOLN,Molecular Partners AG,134.32M,0.95%,723,9.46M
TBRG,Computer Programs and Systems Inc,133.71M,5.49%,582070,336.79M
IMUX,"Immunic, Inc.",132.20M,-0.68%,2440,-
COYA,"Coya Therapeutics, Inc.",130.80M,-7.34%,1602,-
GALT,Galectin Therapeutics Inc.,129.26M,0.48%,106531,-
ARMP,"Armata Pharmaceuticals, Inc.",128.32M,-4.31%,6446,4.05M
NGM,"NGM Biopharmaceuticals, Inc.",126.86M,0.66%,161,-
TOI,"The Oncology Institute, Inc.",126.11M,4.91%,114570,309.88M
CLSD,"Clearside Biomedical, Inc.",125.91M,10.60%,8205,2.21M
ADAG,Adagene Inc.,125.73M,-0.70%,1325,22.67M
ZTEK,Zentek Ltd.,125.02M,-0.80%,60,25.27K
GTH,Genetron Holdings Limited,123.81M,0.26%,23439,93.36M
CVM,CEL-SCI Corporation,123.07M,-5.39%,454673,-
VIGL,"Vigil Neuroscience, Inc.",121.62M,7.28%,60026,-
VANI,"Vivani Medical, Inc.",121.50M,-5.43%,23565,-
KNTE,Kinnate Biopharma Inc.,121.45M,-0.19%,227041,-
CDXC,ChromaDex Corporation,120.49M,-8.05%,227958,83.57M
CELU,Celularity Inc.,119.59M,27.67%,1440,14.79M
CTXR,"Citius Pharmaceuticals, Inc.",118.68M,4.34%,20030,-
IOBT,"IO Biotech, Inc.",116.61M,6.63%,43267,-
DMAC,DiaMedica Therapeutics Inc.,116.52M,1.66%,8218,-
TKNO,"Alpha Teknova, Inc.",116.26M,-2.73%,9768,36.71M
VTGN,"VistaGen Therapeutics, Inc.",115.94M,-4.40%,12325,1.04M
STIM,"Neuronetics, Inc.",115.49M,-1.24%,400484,69.23M
ORMP,Oramed Pharmaceuticals Inc.,115.37M,-0.35%,148115,1.34M
YS,"YS Biopharma Co., Ltd.",114.86M,-4.55%,1994,560.76M
YI,"111, Inc.",113.39M,-1.46%,3106,2.06B
SCTL,"Societal CDMO, Inc.",112.96M,-0.93%,593,91.20M
ALLK,Allakos Inc.,112.84M,2.33%,6800,-
SHOT,Safety Shot Inc,112.72M,-,13946,4.40M
CMRX,"Chimerix, Inc.",112.41M,0.80%,1732,324.00K
CRVS,"Corvus Pharmaceuticals, Inc.",111.32M,6.05%,214578,-
ETON,"Eton Pharmaceuticals, Inc.",111.10M,3.70%,5463,33.48M
ANIX,"Anixa Biosciences, Inc.",110.99M,-1.43%,490,210.00K
ACRV,"Acrivon Therapeutics, Inc.",110.75M,8.00%,52564,-
CYT,"Cyteir Therapeutics, Inc.",110.45M,-0.33%,56534,-
BYSI,BeyondSpring Inc.,108.76M,-13.16%,4655,1.55M
PLX,"Protalix BioTherapeutics, Inc.",107.97M,-1.35%,268528,63.63M
SY,So-Young International Inc.,107.39M,-,28216,197.06M
RNAC,"Cartesian Therapeutics, Inc.",106.52M,-8.04%,598048,26.00M
CRDL,Cardiol Therapeutics Inc.,106.14M,4.15%,4241,-
PETS,"PetMed Express, Inc.",105.95M,0.80%,205,270.52M
OTLK,"Outlook Therapeutics, Inc.",105.40M,1.56%,56955,-
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",104.69M,-1.57%,127661,-
BRNS,Barinthus Biotherapeutics plc,102.29M,-0.75%,2504,7.26M
SHLT,SHL Telemedicine Ltd.,100.82M,2.50%,712,57.10M
BWAY,BrainsWay Ltd.,100.59M,-3.72%,171727,31.79M
BLRX,BioLineRx Ltd.,100.34M,-2.63%,1890,-
CARM,"Carisma Therapeutics, Inc.",100.08M,-4.62%,440,10.63M
KRMD,"KORU Medical Systems, Inc.",99.56M,0.93%,37409,28.68M
ANVS,"Annovis Bio, Inc.",98.92M,-5.88%,91629,-
PMVP,"PMV Pharmaceuticals, Inc.",98.51M,-3.63%,3,-
LIFE,"aTyr Pharma, Inc.",97.80M,-2.35%,100,10.74M
IFRX,InflaRx N.V.,97.75M,-4.60%,142724,60.80K
ACRS,"Aclaris Therapeutics, Inc.",96.81M,-6.25%,4269,31.25M
MYO,"Myomo, Inc.",95.60M,-4.35%,326359,18.53M
EQ,"Equillium, Inc.",95.17M,19.91%,2480,42.63M
PASG,"Passage Bio, Inc.",95.07M,-6.43%,91,-
VAXX,"Vaxxinity, Inc.",93.97M,9.58%,8623,-
MDXH,MDxHealth SA,93.13M,-17.43%,383451,70.19M
ELUT,Elutia Inc.,92.79M,1.70%,-,42.14M
BTAI,"BioXcel Therapeutics, Inc.",92.36M,2.70%,29780,1.24M
SPRO,"Spero Therapeutics, Inc.",91.16M,0.58%,16823,77.70M
MURA,Mural Oncology plc,91.13M,1.68%,207575,-
AFMD,Affimed N.V.,91.10M,2.14%,7873,20.23M
VERU,Veru Inc.,89.59M,-4.67%,11174,16.30M
CUE,"Cue Biopharma, Inc.",88.89M,1.55%,2712,3.82M
PSNL,"Personalis, Inc.",88.38M,-4.00%,5373,73.48M
DCTH,"Delcath Systems, Inc.",87.96M,2.31%,2130,2.17M
TRIB,Trinity Biotech plc,87.88M,3.24%,46634,61.44M
FORA,Forian Inc.,86.42M,-1.41%,7700,23.02M
IMMX,"Immix Biopharma, Inc.",86.31M,-,5,-
HYPR,"Hyperfine, Inc.",85.92M,0.84%,125820,9.77M
INCR,InterCure Ltd.,85.68M,-0.53%,80,112.41M
ANTX,"AN2 Therapeutics, Inc.",85.36M,2.44%,2695,-
PRPH,"ProPhase Labs, Inc.",85.17M,2.83%,7218,62.71M
ASRT,"Assertio Holdings, Inc.",84.25M,2.44%,13066,169.43M
ALVR,"AlloVir, Inc.",82.81M,0.60%,305909,-
BNR,Burning Rock Biotech Limited,82.65M,-6.02%,24140,76.83M
